,,,beacon,x,y,,,,,,,
1523149564173,0,21059,2,0.804,0.616,1.85,1,0.962,3,0.796,4,0.695
1523149564204,31,21090,5,0.714,-0.006,1.85,1,0.722,3,1.026,4,0.537
1523149564204,0,21090,2,0.804,0.616,1.85,1,0.962,3,0.796,4,0.695
1523149564204,0,21090,5,0.714,-0.006,1.85,1,0.722,3,1.026,4,0.537
1523149564220,16,21106,5,0.714,-0.006,1.85,1,0.722,3,1.026,4,0.537
1523149564220,0,21106,2,0.804,0.616,1.85,1,0.962,3,0.796,4,0.695
1523149564220,0,21106,5,0.714,-0.006,1.85,1,0.722,3,1.026,4,0.537
1523149564313,93,21199,2,0.804,0.616,1.85,1,0.962,3,0.796,4,0.695
1523149564313,0,21199,5,0.714,-0.006,1.85,1,0.722,3,1.026,4,0.537
1523149564329,16,21215,2,0.804,0.616,1.85,1,0.962,3,0.796,4,0.695
1523149564329,0,21215,5,0.714,-0.006,1.85,1,0.722,3,1.027,4,0.538
1523149564329,0,21215,2,0.804,0.616,1.85,1,0.962,3,0.796,4,0.695
1523149564345,16,21231,5,0.714,-0.006,1.85,1,0.722,3,1.027,4,0.538
1523149564345,0,21231,2,0.798,0.567,1.85,1,0.962,3,0.796,4,0.695
1523149564360,15,21246,5,0.714,-0.006,1.85,1,0.722,3,1.027,4,0.538
1523149564360,0,21246,2,0.798,0.567,1.85,1,0.962,3,0.796,4,0.695
1523149564454,94,21340,5,0.714,-0.006,1.85,1,0.722,3,1.027,4,0.538
1523149564454,0,21340,2,0.798,0.567,1.85,1,0.962,3,0.796,4,0.695
1523149564454,0,21340,5,0.714,-0.006,1.85,1,0.722,3,1.027,4,0.538
1523149564469,15,21355,2,0.798,0.567,1.85,1,0.891,3,0.756,4,0.698
1523149564469,0,21355,5,0.714,-0.006,1.85,1,0.722,3,1.027,4,0.538
1523149564501,32,21387,2,0.798,0.567,1.85,1,0.891,3,0.756,4,0.698
1523149564501,0,21387,5,0.713,-0.007,1.85,1,0.722,3,1.027,4,0.538
1523149564501,0,21387,2,0.798,0.567,1.85,1,0.891,3,0.756,4,0.698
1523149564516,15,21402,5,0.713,-0.007,1.85,1,0.722,3,1.027,4,0.538
1523149564516,0,21402,2,0.798,0.567,1.85,1,0.891,3,0.756,4,0.698
1523149564610,94,21496,5,0.713,-0.007,1.85,1,0.722,3,1.027,4,0.538
1523149564610,0,21496,2,0.798,0.567,1.85,1,0.891,3,0.756,4,0.698
1523149564641,31,21527,5,0.713,-0.007,1.85,1,0.722,3,1.029,4,0.54
1523149564641,0,21527,2,0.743,0.519,1.85,1,0.891,3,0.756,4,0.698
1523149564641,0,21527,5,0.713,-0.007,1.85,1,0.722,3,1.029,4,0.54
1523149564657,16,21543,2,0.743,0.519,1.85,1,0.891,3,0.756,4,0.698
1523149564657,0,21543,5,0.713,-0.007,1.85,1,0.722,3,1.029,4,0.54
1523149564673,16,21559,2,0.743,0.519,1.85,1,0.891,3,0.756,4,0.698
1523149564673,0,21559,5,0.713,-0.007,1.85,1,0.722,3,1.029,4,0.54
1523149564673,0,21559,2,0.743,0.519,1.85,1,0.891,3,0.756,4,0.698
1523149564766,93,21652,5,0.713,-0.007,1.85,1,0.722,3,1.029,4,0.54
1523149564766,0,21652,2,0.743,0.519,1.85,1,0.891,3,0.756,4,0.698
1523149564798,32,21684,5,0.713,-0.01,1.85,1,0.722,3,1.029,4,0.54
1523149564798,0,21684,2,0.743,0.519,1.85,1,0.804,3,0.686,4,0.77
1523149564813,15,21699,5,0.713,-0.01,1.85,1,0.722,3,1.029,4,0.54
1523149564813,0,21699,2,0.743,0.519,1.85,1,0.804,3,0.686,4,0.77
1523149564813,0,21699,5,0.713,-0.01,1.85,1,0.722,3,1.029,4,0.54
1523149564829,16,21715,2,0.743,0.519,1.85,1,0.804,3,0.686,4,0.77
1523149564829,0,21715,5,0.713,-0.01,1.85,1,0.724,3,1.029,4,0.54
1523149564907,78,21793,2,0.743,0.519,1.85,1,0.804,3,0.686,4,0.77
1523149564907,0,21793,5,0.713,-0.01,1.85,1,0.724,3,1.029,4,0.54
1523149564907,0,21793,2,0.743,0.519,1.85,1,0.804,3,0.686,4,0.77
1523149564954,47,21840,5,0.713,-0.01,1.85,1,0.724,3,1.03,4,0.539
1523149564954,0,21840,2,0.641,0.485,1.85,1,0.804,3,0.686,4,0.77
1523149564970,16,21856,5,0.713,-0.01,1.85,1,0.724,3,1.03,4,0.539
1523149564970,0,21856,2,0.641,0.485,1.85,1,0.804,3,0.686,4,0.77
1523149564985,15,21871,5,0.713,-0.01,1.85,1,0.724,3,1.03,4,0.539
1523149564985,0,21871,2,0.641,0.485,1.85,1,0.733,3,0.686,4,0.77
1523149564985,0,21871,5,0.713,-0.01,1.85,1,0.724,3,1.03,4,0.539
1523149565063,78,21949,2,0.641,0.485,1.85,1,0.733,3,0.686,4,0.77
1523149565063,0,21949,5,0.713,-0.01,1.85,1,0.724,3,1.03,4,0.539
1523149565095,32,21981,2,0.641,0.485,1.85,1,0.733,3,0.603,4,0.845
1523149565095,0,21981,5,0.714,-0.008,1.85,1,0.724,3,1.03,4,0.539
1523149565095,0,21981,2,0.641,0.485,1.85,1,0.733,3,0.603,4,0.845
1523149565110,15,21996,5,0.714,-0.008,1.85,1,0.724,3,1.03,4,0.539
1523149565110,0,21996,2,0.641,0.485,1.85,1,0.733,3,0.603,4,0.845
1523149565110,0,21996,5,0.714,-0.008,1.85,1,0.724,3,1.03,4,0.539
1523149565126,16,22012,2,0.641,0.485,1.85,1,0.733,3,0.603,4,0.845
1523149565126,0,22012,5,0.714,-0.008,1.85,1,0.724,3,1.03,4,0.539
1523149565126,0,22012,2,0.641,0.485,1.85,1,0.733,3,0.603,4,0.845
1523149565141,15,22027,5,0.714,-0.008,1.85,1,0.721,3,1.03,4,0.539
1523149565141,0,22027,2,0.641,0.485,1.85,1,0.733,3,0.603,4,0.845
1523149565157,16,22043,5,0.714,-0.008,1.85,1,0.721,3,1.019,4,0.539
1523149565157,0,22043,2,0.641,0.485,1.85,1,0.733,3,0.603,4,0.845
1523149565220,63,22106,5,0.714,-0.008,1.85,1,0.721,3,1.019,4,0.539
1523149565220,0,22106,2,0.641,0.485,1.85,1,0.733,3,0.603,4,0.845
1523149565220,0,22106,5,0.714,-0.008,1.85,1,0.721,3,1.019,4,0.539
1523149565220,0,22106,5,0.714,-0.008,1.85,1,0.721,3,1.019,4,0.54
1523149565251,31,22137,2,0.548,0.483,1.85,1,0.733,3,0.603,4,0.845
1523149565251,0,22137,3,-0.005,0.718,1.85,,,,,,
1523149565251,0,22137,4,1.238,0,1.85,,,,,,
1523149565251,0,22137,5,0.714,-0.008,1.85,1,0.721,3,1.019,4,0.54
1523149565251,0,22137,1,0,0,1.85,,,,,,
1523149565251,0,22137,2,0.548,0.483,1.85,1,0.733,3,0.603,4,0.845
1523149565282,31,22168,5,0.714,-0.008,1.85,1,0.721,3,1.019,4,0.54
1523149565282,0,22168,2,0.548,0.483,1.85,1,0.733,3,0.603,4,0.845
1523149565282,0,22168,5,0.714,-0.008,1.85,1,0.721,3,1.019,4,0.54
1523149565282,0,22168,2,0.548,0.483,1.85,1,0.676,3,0.603,4,0.845
1523149565313,31,22199,5,0.714,-0.008,1.85,1,0.721,3,1.019,4,0.54
1523149565313,0,22199,2,0.548,0.483,1.85,1,0.676,3,0.603,4,0.845
1523149565313,0,22199,5,0.714,-0.008,1.85,1,0.721,3,1.019,4,0.54
1523149565360,47,22246,2,0.548,0.483,1.85,1,0.676,3,0.559,4,0.845
1523149565360,0,22246,5,0.714,-0.008,1.85,1,0.721,3,1.019,4,0.54
1523149565407,47,22293,2,0.548,0.483,1.85,1,0.676,3,0.559,4,0.895
1523149565407,0,22293,5,0.712,0.001,1.85,1,0.721,3,1.019,4,0.54
1523149565407,0,22293,2,0.548,0.483,1.85,1,0.676,3,0.559,4,0.895
1523149565438,31,22324,5,0.712,0.001,1.85,1,0.721,3,1.019,4,0.54
1523149565438,0,22324,2,0.548,0.483,1.85,1,0.676,3,0.559,4,0.895
1523149565454,16,22340,5,0.712,0.001,1.85,1,0.723,3,1.029,4,0.54
1523149565454,0,22340,2,0.548,0.483,1.85,1,0.676,3,0.559,4,0.895
1523149565516,62,22402,5,0.712,0.001,1.85,1,0.723,3,1.029,4,0.54
1523149565516,0,22402,2,0.548,0.483,1.85,1,0.676,3,0.559,4,0.895
1523149565516,0,22402,5,0.712,0.001,1.85,1,0.723,3,1.029,4,0.54
1523149565548,32,22434,2,0.481,0.462,1.85,1,0.676,3,0.559,4,0.895
1523149565548,0,22434,5,0.712,0.001,1.85,1,0.723,3,1.029,4,0.534
1523149565595,47,22481,2,0.481,0.462,1.85,1,0.676,3,0.559,4,0.895
1523149565595,0,22481,5,0.712,0.001,1.85,1,0.723,3,1.029,4,0.534
1523149565595,0,22481,2,0.481,0.462,1.85,1,0.676,3,0.559,4,0.895
1523149565610,15,22496,5,0.712,0.001,1.85,1,0.723,3,1.029,4,0.534
1523149565610,0,22496,2,0.481,0.462,1.85,1,0.633,3,0.571,4,0.895
1523149565673,63,22559,5,0.712,0.001,1.85,1,0.723,3,1.029,4,0.534
1523149565673,0,22559,2,0.481,0.462,1.85,1,0.633,3,0.571,4,0.895
1523149565704,31,22590,5,0.715,-0.009,1.85,1,0.723,3,1.029,4,0.534
1523149565704,0,22590,2,0.481,0.462,1.85,1,0.633,3,0.571,4,0.899
1523149565704,0,22590,5,0.715,-0.009,1.85,1,0.723,3,1.029,4,0.534
1523149565751,47,22637,2,0.481,0.462,1.85,1,0.633,3,0.571,4,0.899
1523149565751,0,22637,5,0.715,-0.009,1.85,1,0.723,3,1.029,4,0.534
1523149565766,15,22652,2,0.481,0.462,1.85,1,0.633,3,0.571,4,0.899
1523149565766,0,22652,5,0.715,-0.009,1.85,1,0.724,3,1.032,4,0.534
1523149565766,0,22652,2,0.481,0.462,1.85,1,0.633,3,0.571,4,0.899
1523149565829,63,22715,5,0.715,-0.009,1.85,1,0.724,3,1.032,4,0.534
1523149565829,0,22715,2,0.481,0.462,1.85,1,0.633,3,0.571,4,0.899
1523149565845,16,22731,5,0.715,-0.009,1.85,1,0.724,3,1.032,4,0.539
1523149565845,0,22731,2,0.454,0.413,1.85,1,0.633,3,0.571,4,0.899
1523149565907,62,22793,5,0.715,-0.009,1.85,1,0.724,3,1.032,4,0.539
1523149565907,0,22793,2,0.454,0.413,1.85,1,0.633,3,0.571,4,0.899
1523149565907,0,22793,5,0.715,-0.009,1.85,1,0.724,3,1.032,4,0.539
1523149565970,63,22856,2,0.454,0.413,1.85,1,0.605,3,0.594,4,0.87
1523149565970,0,22856,5,0.715,-0.009,1.85,1,0.724,3,1.032,4,0.539
1523149566001,31,22887,2,0.454,0.413,1.85,1,0.605,3,0.594,4,0.87
1523149566001,0,22887,5,0.714,-0.012,1.85,1,0.724,3,1.032,4,0.539
1523149566001,0,22887,2,0.454,0.413,1.85,1,0.605,3,0.594,4,0.87
1523149566016,15,22902,5,0.714,-0.012,1.85,1,0.724,3,1.032,4,0.539
1523149566016,0,22902,2,0.454,0.413,1.85,1,0.605,3,0.594,4,0.87
1523149566063,47,22949,5,0.714,-0.012,1.85,1,0.724,3,1.032,4,0.539
1523149566063,0,22949,2,0.454,0.413,1.85,1,0.605,3,0.594,4,0.87
1523149566110,47,22996,5,0.714,-0.012,1.85,1,0.72,3,1.022,4,0.537
1523149566110,0,22996,2,0.454,0.413,1.85,1,0.605,3,0.594,4,0.87
1523149566110,0,22996,5,0.714,-0.012,1.85,1,0.72,3,1.022,4,0.537
1523149566126,16,23012,2,0.454,0.413,1.85,1,0.605,3,0.594,4,0.87
1523149566126,0,23012,5,0.714,-0.012,1.85,1,0.72,3,1.022,4,0.537
1523149566157,31,23043,2,0.462,0.371,1.85,1,0.605,3,0.594,4,0.87
1523149566157,0,23043,5,0.714,-0.012,1.85,1,0.72,3,1.022,4,0.537
1523149566157,0,23043,2,0.462,0.371,1.85,1,0.605,3,0.594,4,0.87
1523149566193,36,23079,5,0.714,-0.012,1.85,1,0.72,3,1.022,4,0.537
1523149566193,0,23079,2,0.462,0.371,1.85,1,0.605,3,0.594,4,0.87
1523149566197,4,23083,5,0.714,-0.012,1.85,1,0.72,3,1.022,4,0.537
1523149566197,0,23083,2,0.462,0.371,1.85,1,0.598,3,0.594,4,0.87
1523149566197,0,23083,5,0.714,-0.012,1.85,1,0.72,3,1.022,4,0.537
1523149566202,5,23088,2,0.462,0.371,1.85,1,0.598,3,0.594,4,0.87
1523149566202,0,23088,5,0.714,-0.012,1.85,1,0.72,3,1.022,4,0.537
1523149566204,2,23090,2,0.462,0.371,1.85,1,0.598,3,0.635,4,0.87
1523149566204,0,23090,5,0.714,-0.012,1.85,1,0.72,3,1.022,4,0.537
1523149566204,0,23090,2,0.462,0.371,1.85,1,0.598,3,0.635,4,0.87
1523149566266,62,23152,5,0.714,-0.012,1.85,1,0.72,3,1.022,4,0.537
1523149566266,0,23152,2,0.462,0.371,1.85,1,0.598,3,0.635,4,0.87
1523149566298,32,23184,5,0.712,-0.002,1.85,1,0.72,3,1.022,4,0.537
1523149566298,0,23184,2,0.462,0.371,1.85,1,0.598,3,0.635,4,0.83
1523149566298,0,23184,5,0.712,-0.002,1.85,1,0.72,3,1.022,4,0.537
1523149566313,15,23199,2,0.462,0.371,1.85,1,0.598,3,0.635,4,0.83
1523149566313,0,23199,5,0.712,-0.002,1.85,1,0.72,3,1.022,4,0.537
1523149566329,16,23215,2,0.462,0.371,1.85,1,0.598,3,0.635,4,0.83
1523149566329,0,23215,5,0.712,-0.002,1.85,1,0.72,3,1.022,4,0.537
1523149566329,0,23215,2,0.462,0.371,1.85,1,0.598,3,0.635,4,0.83
1523149566423,94,23309,5,0.712,-0.002,1.85,1,0.72,3,1.022,4,0.537
1523149566423,0,23309,2,0.462,0.371,1.85,1,0.598,3,0.635,4,0.83
1523149566454,31,23340,5,0.712,-0.002,1.85,1,0.724,3,1.023,4,0.54
1523149566454,0,23340,2,0.486,0.33,1.85,1,0.598,3,0.635,4,0.83
1523149566454,0,23340,5,0.712,-0.002,1.85,1,0.724,3,1.023,4,0.54
1523149566470,16,23356,2,0.486,0.33,1.85,1,0.598,3,0.635,4,0.83
1523149566470,0,23356,5,0.712,-0.002,1.85,1,0.724,3,1.023,4,0.54
1523149566485,15,23371,2,0.486,0.33,1.85,1,0.598,3,0.635,4,0.83
1523149566485,0,23371,5,0.712,-0.002,1.85,1,0.724,3,1.023,4,0.54
1523149566485,0,23371,2,0.486,0.33,1.85,1,0.598,3,0.635,4,0.83
1523149566563,78,23449,5,0.712,-0.002,1.85,1,0.724,3,1.023,4,0.54
1523149566563,0,23449,2,0.486,0.33,1.85,1,0.598,3,0.635,4,0.83
1523149566595,32,23481,5,0.714,0,1.85,1,0.724,3,1.023,4,0.54
1523149566595,0,23481,2,0.486,0.33,1.85,1,0.618,3,0.683,4,0.782
1523149566626,31,23512,5,0.714,0,1.85,1,0.724,3,1.023,4,0.54
1523149566626,0,23512,2,0.486,0.33,1.85,1,0.618,3,0.683,4,0.782
1523149566626,0,23512,5,0.714,0,1.85,1,0.724,3,1.023,4,0.54
1523149566641,15,23527,2,0.486,0.33,1.85,1,0.618,3,0.683,4,0.782
1523149566641,0,23527,5,0.714,0,1.85,1,0.722,3,1.023,4,0.54
1523149566720,79,23606,2,0.486,0.33,1.85,1,0.618,3,0.683,4,0.782
1523149566720,0,23606,5,0.714,0,1.85,1,0.722,3,1.023,4,0.54
1523149566720,0,23606,2,0.486,0.33,1.85,1,0.618,3,0.683,4,0.782
1523149566735,15,23621,5,0.714,0,1.85,1,0.722,3,1.028,4,0.541
1523149566735,0,23621,2,0.486,0.33,1.85,1,0.618,3,0.683,4,0.782
1523149566782,47,23668,5,0.714,0,1.85,1,0.722,3,1.028,4,0.541
1523149566782,0,23668,2,0.527,0.303,1.85,1,0.618,3,0.683,4,0.782
1523149566798,16,23684,5,0.714,0,1.85,1,0.722,3,1.028,4,0.541
1523149566798,0,23684,2,0.527,0.303,1.85,1,0.669,3,0.745,4,0.782
1523149566798,0,23684,5,0.714,0,1.85,1,0.722,3,1.028,4,0.541
1523149566860,62,23746,2,0.527,0.303,1.85,1,0.669,3,0.745,4,0.782
1523149566860,0,23746,5,0.714,0,1.85,1,0.722,3,1.028,4,0.541
1523149566876,16,23762,2,0.527,0.303,1.85,1,0.669,3,0.745,4,0.717
1523149566876,0,23762,5,0.714,0,1.85,1,0.722,3,1.028,4,0.541
1523149566876,0,23762,2,0.527,0.303,1.85,1,0.669,3,0.745,4,0.717
1523149566938,62,23824,5,0.712,-0.008,1.85,1,0.722,3,1.028,4,0.541
1523149566938,0,23824,2,0.527,0.303,1.85,1,0.669,3,0.745,4,0.717
1523149566954,16,23840,5,0.712,-0.008,1.85,1,0.724,3,1.027,4,0.541
1523149566954,0,23840,2,0.527,0.303,1.85,1,0.669,3,0.745,4,0.717
1523149567016,62,23902,5,0.712,-0.008,1.85,1,0.724,3,1.027,4,0.541
1523149567016,0,23902,2,0.527,0.303,1.85,1,0.669,3,0.745,4,0.717
1523149567016,0,23902,5,0.712,-0.008,1.85,1,0.724,3,1.027,4,0.541
1523149567048,32,23934,2,0.593,0.288,1.85,1,0.669,3,0.745,4,0.717
1523149567048,0,23934,5,0.712,-0.008,1.85,1,0.724,3,1.027,4,0.539
1523149567095,47,23981,2,0.593,0.288,1.85,1,0.669,3,0.745,4,0.717
1523149567095,0,23981,5,0.712,-0.008,1.85,1,0.724,3,1.027,4,0.539
1523149567095,0,23981,2,0.593,0.288,1.85,1,0.669,3,0.745,4,0.717
1523149567110,15,23996,5,0.712,-0.008,1.85,1,0.724,3,1.027,4,0.539
1523149567110,0,23996,2,0.593,0.288,1.85,1,0.717,3,0.797,4,0.717
1523149567173,63,24059,5,0.712,-0.008,1.85,1,0.724,3,1.027,4,0.539
1523149567173,0,24059,2,0.593,0.288,1.85,1,0.717,3,0.797,4,0.717
1523149567204,31,24090,5,0.714,-0.005,1.85,1,0.724,3,1.027,4,0.539
1523149567204,0,24090,2,0.593,0.288,1.85,1,0.717,3,0.797,4,0.669
1523149567204,0,24090,5,0.714,-0.005,1.85,1,0.724,3,1.027,4,0.539
1523149567219,15,24105,2,0.593,0.288,1.85,1,0.717,3,0.797,4,0.669
1523149567219,0,24105,5,0.714,-0.005,1.85,1,0.724,3,1.027,4,0.539
1523149567266,47,24152,2,0.593,0.288,1.85,1,0.717,3,0.797,4,0.669
1523149567266,0,24152,5,0.714,-0.005,1.85,1,0.724,3,1.027,4,0.539
1523149567266,0,24152,2,0.593,0.288,1.85,1,0.717,3,0.797,4,0.669
1523149567313,47,24199,5,0.714,-0.005,1.85,1,0.722,3,1.031,4,0.538
1523149567313,0,24199,2,0.593,0.288,1.85,1,0.717,3,0.797,4,0.669
1523149567329,16,24215,5,0.714,-0.005,1.85,1,0.722,3,1.031,4,0.538
1523149567329,0,24215,2,0.593,0.288,1.85,1,0.717,3,0.797,4,0.669
1523149567360,31,24246,5,0.714,-0.005,1.85,1,0.722,3,1.031,4,0.538
1523149567360,0,24246,2,0.646,0.278,1.85,1,0.717,3,0.797,4,0.669
1523149567360,0,24246,5,0.714,-0.005,1.85,1,0.722,3,1.031,4,0.538
1523149567376,16,24262,2,0.646,0.278,1.85,1,0.717,3,0.797,4,0.669
1523149567376,0,24262,5,0.714,-0.005,1.85,1,0.722,3,1.031,4,0.538
1523149567376,0,24262,2,0.646,0.278,1.85,1,0.717,3,0.797,4,0.669
1523149567391,15,24277,5,0.714,-0.005,1.85,1,0.722,3,1.031,4,0.538
1523149567391,0,24277,2,0.646,0.278,1.85,1,0.717,3,0.797,4,0.669
1523149567391,0,24277,5,0.714,-0.005,1.85,1,0.722,3,1.031,4,0.538
1523149567423,32,24309,2,0.646,0.278,1.85,1,0.774,3,0.797,4,0.669
1523149567423,0,24309,5,0.714,-0.005,1.85,1,0.722,3,1.031,4,0.538
1523149567470,47,24356,2,0.646,0.278,1.85,1,0.774,3,0.852,4,0.612
1523149567470,0,24356,5,0.714,-0.005,1.85,1,0.722,3,1.031,4,0.538
1523149567470,0,24356,2,0.646,0.278,1.85,1,0.774,3,0.852,4,0.612
1523149567501,31,24387,5,0.713,-0.013,1.85,1,0.722,3,1.031,4,0.538
1523149567501,0,24387,2,0.646,0.278,1.85,1,0.774,3,0.852,4,0.612
1523149567501,0,24387,5,0.713,-0.013,1.85,1,0.722,3,1.031,4,0.538
1523149567516,15,24402,5,0.713,-0.013,1.85,1,0.722,3,1.031,4,0.538
1523149567516,0,24402,2,0.646,0.278,1.85,1,0.774,3,0.852,4,0.612
1523149567516,0,24402,5,0.713,-0.013,1.85,1,0.722,3,1.031,4,0.538
1523149567626,110,24512,2,0.646,0.278,1.85,1,0.774,3,0.852,4,0.612
1523149567626,0,24512,5,0.713,-0.013,1.85,1,0.722,3,1.031,4,0.538
1523149567657,31,24543,2,0.711,0.275,1.85,1,0.774,3,0.852,4,0.612
1523149567657,0,24543,5,0.713,-0.013,1.85,1,0.723,3,1.028,4,0.539
1523149567657,0,24543,2,0.711,0.275,1.85,1,0.774,3,0.852,4,0.612
1523149567673,16,24559,5,0.713,-0.013,1.85,1,0.723,3,1.028,4,0.539
1523149567673,0,24559,2,0.711,0.275,1.85,1,0.774,3,0.852,4,0.612
1523149567766,93,24652,5,0.713,-0.013,1.85,1,0.723,3,1.028,4,0.539
1523149567766,0,24652,2,0.711,0.275,1.85,1,0.774,3,0.852,4,0.612
1523149567766,0,24652,5,0.713,-0.013,1.85,1,0.723,3,1.028,4,0.539
1523149567798,32,24684,2,0.711,0.275,1.85,1,0.822,3,0.926,4,0.557
1523149567798,0,24684,5,0.713,-0.007,1.85,1,0.723,3,1.028,4,0.539
1523149567813,15,24699,2,0.711,0.275,1.85,1,0.822,3,0.926,4,0.557
1523149567813,0,24699,5,0.713,-0.007,1.85,1,0.723,3,1.028,4,0.539
1523149567813,0,24699,2,0.711,0.275,1.85,1,0.822,3,0.926,4,0.557
1523149567829,16,24715,5,0.713,-0.007,1.85,1,0.723,3,1.028,4,0.539
1523149567829,0,24715,2,0.711,0.275,1.85,1,0.822,3,0.926,4,0.557
1523149567923,94,24809,5,0.713,-0.007,1.85,1,0.723,3,1.028,4,0.539
1523149567923,0,24809,2,0.711,0.275,1.85,1,0.822,3,0.926,4,0.557
1523149567954,31,24840,5,0.713,-0.007,1.85,1,0.723,3,1.028,4,0.536
1523149567954,0,24840,2,0.768,0.237,1.85,1,0.822,3,0.926,4,0.557
1523149567954,0,24840,5,0.713,-0.007,1.85,1,0.723,3,1.028,4,0.536
1523149567970,16,24856,2,0.768,0.237,1.85,1,0.822,3,0.926,4,0.557
1523149567970,0,24856,5,0.713,-0.007,1.85,1,0.723,3,1.028,4,0.536
1523149567985,15,24871,2,0.768,0.237,1.85,1,0.822,3,0.926,4,0.557
1523149567985,0,24871,5,0.713,-0.007,1.85,1,0.723,3,1.028,4,0.536
1523149567985,0,24871,2,0.768,0.237,1.85,1,0.822,3,0.926,4,0.557
1523149568063,78,24949,5,0.713,-0.007,1.85,1,0.723,3,1.028,4,0.536
1523149568063,0,24949,2,0.768,0.237,1.85,1,0.822,3,0.926,4,0.557
1523149568110,47,24996,5,0.715,-0.007,1.85,1,0.723,3,1.028,4,0.536
1523149568110,0,24996,2,0.768,0.237,1.85,1,0.915,3,0.966,4,0.497
1523149568110,0,24996,5,0.715,-0.007,1.85,1,0.723,3,1.028,4,0.536
1523149568141,31,25027,2,0.768,0.237,1.85,1,0.915,3,0.966,4,0.497
1523149568141,0,25027,5,0.715,-0.007,1.85,1,0.723,3,1.028,4,0.536
1523149568157,16,25043,2,0.768,0.237,1.85,1,0.915,3,0.966,4,0.497
1523149568157,0,25043,5,0.715,-0.007,1.85,1,0.724,3,1.028,4,0.536
1523149568157,0,25043,2,0.768,0.237,1.85,1,0.915,3,0.966,4,0.497
1523149568220,63,25106,5,0.715,-0.007,1.85,1,0.724,3,1.028,4,0.536
1523149568220,0,25106,2,0.768,0.237,1.85,1,0.915,3,0.966,4,0.497
1523149568251,31,25137,5,0.715,-0.007,1.85,1,0.724,3,1.031,4,0.538
1523149568251,0,25137,2,0.858,0.298,1.85,1,0.915,3,0.966,4,0.497
1523149568282,31,25168,5,0.715,-0.007,1.85,1,0.724,3,1.031,4,0.538
1523149568282,0,25168,2,0.858,0.298,1.85,1,0.915,3,0.966,4,0.497
1523149568282,0,25168,5,0.715,-0.007,1.85,1,0.724,3,1.031,4,0.538
1523149568298,16,25184,2,0.858,0.298,1.85,1,0.978,3,0.966,4,0.497
1523149568298,0,25184,5,0.715,-0.007,1.85,1,0.724,3,1.031,4,0.538
1523149568375,77,25261,2,0.858,0.298,1.85,1,0.978,3,0.966,4,0.497
1523149568375,0,25261,5,0.715,-0.007,1.85,1,0.724,3,1.031,4,0.538
1523149568375,0,25261,2,0.858,0.298,1.85,1,0.978,3,0.966,4,0.497
1523149568375,0,25261,2,0.858,0.298,1.85,1,0.978,3,1.001,4,0.431
1523149568407,32,25293,5,0.714,-0.011,1.85,1,0.724,3,1.031,4,0.538
1523149568407,0,25293,2,0.858,0.298,1.85,1,0.978,3,1.001,4,0.431
1523149568407,0,25293,5,0.714,-0.011,1.85,1,0.724,3,1.031,4,0.538
1523149568454,47,25340,2,0.858,0.298,1.85,1,0.978,3,1.001,4,0.431
1523149568454,0,25340,5,0.714,-0.011,1.85,1,0.724,3,1.031,4,0.538
1523149568469,15,25355,2,0.858,0.298,1.85,1,0.978,3,1.001,4,0.431
1523149568469,0,25355,5,0.714,-0.011,1.85,1,0.723,3,1.03,4,0.538
1523149568469,0,25355,2,0.858,0.298,1.85,1,0.978,3,1.001,4,0.431
1523149568516,47,25402,5,0.714,-0.011,1.85,1,0.723,3,1.03,4,0.538
1523149568516,0,25402,2,0.858,0.298,1.85,1,0.978,3,1.001,4,0.431
1523149568532,16,25418,5,0.714,-0.011,1.85,1,0.723,3,1.03,4,0.539
1523149568532,0,25418,2,0.858,0.298,1.85,1,0.978,3,1.001,4,0.431
1523149568563,31,25449,5,0.714,-0.011,1.85,1,0.723,3,1.03,4,0.539
1523149568563,0,25449,2,0.931,0.333,1.85,1,0.978,3,1.001,4,0.431
1523149568563,0,25449,5,0.714,-0.011,1.85,1,0.723,3,1.03,4,0.539
1523149568579,16,25465,2,0.931,0.333,1.85,1,0.978,3,1.001,4,0.431
1523149568579,0,25465,5,0.714,-0.011,1.85,1,0.723,3,1.03,4,0.539
1523149568579,0,25465,2,0.931,0.333,1.85,1,0.978,3,1.001,4,0.431
1523149568594,15,25480,5,0.714,-0.011,1.85,1,0.723,3,1.03,4,0.539
1523149568594,0,25480,2,0.931,0.333,1.85,1,0.978,3,1.001,4,0.431
1523149568610,16,25496,5,0.714,-0.011,1.85,1,0.723,3,1.03,4,0.539
1523149568610,0,25496,2,0.931,0.333,1.85,1,1.021,3,1.001,4,0.431
1523149568672,62,25558,5,0.714,-0.011,1.85,1,0.723,3,1.03,4,0.539
1523149568672,0,25558,2,0.931,0.333,1.85,1,1.021,3,1.075,4,0.376
1523149568672,0,25558,5,0.714,-0.011,1.85,1,0.723,3,1.03,4,0.539
1523149568704,32,25590,2,0.931,0.333,1.85,1,1.021,3,1.075,4,0.376
1523149568704,0,25590,5,0.713,-0.009,1.85,1,0.723,3,1.03,4,0.539
1523149568719,15,25605,2,0.931,0.333,1.85,1,1.021,3,1.075,4,0.376
1523149568719,0,25605,5,0.713,-0.009,1.85,1,0.723,3,1.03,4,0.539
1523149568719,0,25605,2,0.931,0.333,1.85,1,1.021,3,1.075,4,0.376
1523149568813,94,25699,5,0.713,-0.009,1.85,1,0.723,3,1.03,4,0.539
